Timestamp,CPU_Percentage
2026-06-05T05:46:00Z,0.372
2026-06-05T05:51:00Z,0.40499999999999997
2026-06-05T05:56:00Z,0.45999999999999996
2026-06-05T06:01:00Z,0.363
2026-06-05T06:06:00Z,0.362
2026-06-05T06:11:00Z,3.558
2026-06-05T06:16:00Z,0.363
2026-06-05T06:21:00Z,0.376
2026-06-05T06:26:00Z,0.358
2026-06-05T06:31:00Z,0.369
2026-06-05T06:36:00Z,0.359
2026-06-05T06:41:00Z,0.365
